order_id,user_id,eval_set,order_number,order_dow,order_hour_of_day,days_since_prior_order
783453,80369,prior,46,6,14,10.0
2304046,80369,prior,47,2,12,10.0
3413517,80369,prior,48,2,17,7.0
1608516,80369,prior,49,6,14,4.0
2486879,80369,prior,50,2,15,3.0
2291039,80369,prior,51,3,9,1.0
2290344,80369,prior,52,6,11,3.0
1611079,80369,prior,53,0,8,8.0
1001687,80369,prior,54,0,14,14.0
150008,80369,prior,55,6,13,6.0
2309054,80369,prior,56,0,11,8.0
1936818,80369,prior,57,1,10,8.0
1928887,80369,prior,58,0,8,13.0
3056716,80369,test,59,4,23,4.0
1895896,80422,prior,1,5,20,
1967664,80422,prior,2,1,12,10.0
1558033,80422,prior,3,5,19,4.0
2182887,80422,prior,4,6,20,1.0
2740099,80422,prior,5,5,18,6.0
1158530,80422,prior,6,0,19,16.0
144535,80422,prior,7,4,13,4.0
2553252,80422,prior,8,3,16,6.0
1274838,80422,prior,9,6,11,10.0
3394186,80422,prior,10,0,18,1.0
2335195,80422,prior,11,3,13,3.0
2946800,80422,prior,12,4,4,1.0
242765,80422,prior,13,5,19,1.0
1003593,80422,prior,14,6,19,1.0
1303652,80422,prior,15,1,18,2.0
3221518,80422,prior,16,6,14,5.0
662371,80422,prior,17,4,19,5.0
2420296,80422,prior,18,2,19,5.0
929457,80422,prior,19,4,19,2.0
91664,80422,prior,20,5,20,1.0
2014511,80422,prior,21,1,3,3.0
1232839,80422,prior,22,3,20,2.0
260382,80422,prior,23,4,19,1.0
440732,80422,prior,24,6,2,2.0
1709169,80422,prior,25,0,15,1.0
1468646,80422,prior,26,1,18,1.0
2741193,80422,prior,27,2,17,1.0
379308,80422,prior,28,4,21,2.0
3118638,80422,prior,29,5,19,1.0
2050584,80422,prior,30,0,3,2.0
2829692,80422,prior,31,1,17,1.0
623110,80422,prior,32,2,19,1.0
3183177,80422,prior,33,3,13,1.0
1018093,80422,prior,34,4,15,1.0
2499658,80422,prior,35,5,3,1.0
813213,80422,prior,36,5,16,0.0
2806271,80422,prior,37,0,11,2.0
1875375,80422,prior,38,0,19,0.0
723774,80422,prior,39,1,16,1.0
2008043,80422,prior,40,2,18,1.0
2848950,80422,prior,41,3,14,1.0
2341371,80422,prior,42,5,15,2.0
1779328,80422,prior,43,0,14,2.0
2275925,80422,prior,44,1,15,1.0
3104451,80422,prior,45,2,16,1.0
3154456,80422,prior,46,3,17,1.0
80125,80422,prior,47,6,14,3.0
11495,80422,prior,48,0,18,1.0
1826944,80422,prior,49,1,14,1.0
60501,80422,prior,50,5,4,4.0
255684,80422,prior,51,5,19,0.0
367776,80422,prior,52,6,17,1.0
3000718,80422,prior,53,0,17,1.0
3410196,80422,prior,54,1,18,1.0
2109295,80422,prior,55,5,17,4.0
2544466,80422,prior,56,6,0,1.0
705991,80422,prior,57,1,16,2.0
1883222,80422,prior,58,2,18,1.0
841330,80422,prior,59,3,17,1.0
159440,80422,prior,60,3,17,0.0
391998,80422,prior,61,4,18,1.0
254458,80422,prior,62,5,14,1.0
3268714,80422,prior,63,6,13,1.0
3312016,80422,prior,64,0,17,1.0
3168939,80422,prior,65,1,17,1.0
3316736,80422,prior,66,2,17,1.0
2698006,80422,prior,67,3,6,1.0
1812957,80422,prior,68,4,17,1.0
3173961,80422,prior,69,5,8,1.0
3346085,80422,prior,70,5,22,0.0
317191,80422,prior,71,6,18,1.0
2796215,80422,prior,72,1,20,2.0
1875816,80422,prior,73,2,18,1.0
1260621,80422,prior,74,4,17,2.0
1771042,80422,prior,75,0,20,3.0
1580112,80422,prior,76,2,12,2.0
2294191,80422,prior,77,2,18,0.0
935266,80422,prior,78,3,17,1.0
3207673,80422,prior,79,4,17,1.0
2529732,80422,prior,80,5,18,1.0
2727903,80422,prior,81,6,15,1.0
2229601,80422,prior,82,0,15,1.0
3179146,80422,prior,83,2,19,2.0
956660,80422,prior,84,3,16,1.0
2007278,80422,prior,85,4,15,1.0
350597,80422,prior,86,5,17,1.0
1953206,80422,prior,87,6,17,1.0
1915434,80422,prior,88,0,19,1.0
711274,80422,prior,89,1,17,1.0
554559,80422,prior,90,2,17,1.0
720419,80422,prior,91,3,19,1.0
3006386,80422,prior,92,4,23,1.0
973334,80422,prior,93,5,19,1.0
144374,80422,test,94,6,20,1.0
169145,81330,prior,1,5,13,
2940720,81330,prior,2,1,7,3.0
2517905,81330,prior,3,4,16,3.0
171632,81330,prior,4,4,13,7.0
294902,81330,prior,5,3,15,6.0
1759026,81330,prior,6,3,14,7.0
2070100,81330,prior,7,5,18,9.0
1331162,81330,prior,8,4,12,27.0
1760693,81330,prior,9,3,12,6.0
900235,81330,prior,10,3,12,7.0
1305000,81330,prior,11,2,9,6.0
2303745,81330,prior,12,6,16,11.0
975383,81330,prior,13,0,11,8.0
668417,81330,prior,14,3,16,3.0
2496234,81330,prior,15,2,8,6.0
3412302,81330,prior,16,3,20,8.0
1790129,81330,prior,17,2,5,13.0
2015703,81330,prior,18,3,8,8.0
597679,81330,prior,19,3,11,7.0
2241420,81330,prior,20,3,13,7.0
2132610,81330,prior,21,4,19,15.0
2374521,81330,prior,22,5,15,15.0
3200033,81330,prior,23,3,20,12.0
3143260,81330,prior,24,4,10,8.0
1164940,81330,prior,25,4,17,7.0
1222191,81330,prior,26,6,13,16.0
1531252,81330,prior,27,3,13,4.0
1421846,81330,prior,28,3,20,14.0
857560,81330,prior,29,5,14,9.0
367007,81330,prior,30,4,12,6.0
1408351,81330,prior,31,2,10,5.0
2775841,81330,prior,32,0,13,5.0
3419381,81330,prior,33,0,8,7.0
50927,81330,prior,34,3,9,3.0
2943853,81330,prior,35,0,12,4.0
3413189,81330,prior,36,4,11,4.0
100963,81330,prior,37,0,8,3.0
248639,81330,prior,38,6,12,6.0
750562,81330,prior,39,0,11,1.0
2849641,81330,prior,40,0,9,7.0
2314477,81330,prior,41,4,13,4.0
3296286,81330,train,42,6,9,9.0
2793812,82491,prior,1,1,10,
1306571,82491,prior,2,5,12,4.0
155243,82491,prior,3,1,10,3.0
3266791,82491,prior,4,1,10,7.0
720494,82491,prior,5,3,9,2.0
2738414,82491,prior,6,2,10,6.0
2823832,82491,prior,7,1,8,6.0
2892291,82491,prior,8,4,11,3.0
2189569,82491,prior,9,3,8,6.0
3256658,82491,prior,10,2,10,6.0
2031849,82491,prior,11,4,9,2.0
2057910,82491,prior,12,1,10,4.0
559453,82491,prior,13,5,9,4.0
1964389,82491,prior,14,1,9,3.0
2169979,82491,prior,15,1,11,7.0
2348196,82491,prior,16,3,15,9.0
2124940,82491,prior,17,1,9,5.0
94924,82491,prior,18,1,16,7.0
2099209,82491,prior,19,2,14,8.0
1552484,82491,prior,20,3,11,8.0
1524349,82491,prior,21,3,12,0.0
65771,82491,prior,22,1,10,5.0
3314518,82491,prior,23,2,10,8.0
3302900,82491,prior,24,1,10,13.0
2490815,82491,prior,25,3,14,2.0
2879339,82491,prior,26,3,9,7.0
2081065,82491,prior,27,1,10,5.0
73043,82491,prior,28,1,9,7.0
507092,82491,prior,29,1,11,14.0
1830481,82491,prior,30,1,14,7.0
746627,82491,prior,31,2,10,8.0
644150,82491,prior,32,1,9,6.0
2548369,82491,prior,33,4,9,3.0
1708412,82491,prior,34,1,14,4.0
3087644,82491,prior,35,1,16,7.0
1107419,82491,prior,36,2,11,8.0
158855,82491,prior,37,1,15,13.0
514614,82491,prior,38,3,12,9.0
1811183,82491,prior,39,3,10,7.0
2871429,82491,prior,40,4,8,1.0
2556384,82491,prior,41,1,13,4.0
3000812,82491,prior,42,1,10,14.0
1677107,82491,prior,43,2,13,29.0
772450,82491,prior,44,1,11,30.0
589501,82491,prior,45,4,9,3.0
1922766,82491,prior,46,4,15,7.0
1488960,82491,test,47,2,14,12.0
2664950,84724,prior,1,3,11,
561696,84724,prior,2,5,13,2.0
2824482,84724,prior,3,2,17,11.0
2419128,84724,prior,4,2,10,7.0
960603,84724,prior,5,1,8,6.0
3016122,84724,prior,6,3,17,2.0
540920,84724,prior,7,4,12,15.0
3005411,84724,prior,8,2,8,12.0
371833,84724,prior,9,3,9,1.0
3182830,84724,prior,10,2,11,30.0
557190,84724,prior,11,1,8,6.0
1975225,84724,prior,12,4,10,3.0
2484698,84724,prior,13,4,17,7.0
225717,84724,prior,14,1,11,4.0
1910299,84724,prior,15,4,15,3.0
3240968,84724,prior,16,2,11,5.0
3340673,84724,prior,17,2,17,7.0
1789867,84724,prior,18,2,11,14.0
1704805,84724,prior,19,3,12,30.0
135320,84724,prior,20,4,17,1.0
1501489,84724,prior,21,5,14,8.0
2160972,84724,prior,22,1,18,3.0
2348786,84724,prior,23,3,9,16.0
2457303,84724,prior,24,5,9,30.0
1932909,84724,prior,25,5,10,0.0
58864,84724,prior,26,0,12,2.0
2887582,84724,test,27,2,16,23.0
1100234,85275,prior,1,5,14,
811205,85275,prior,2,0,13,16.0
802437,85275,prior,3,2,7,16.0
2177792,85275,prior,4,0,12,12.0
1410503,85275,prior,5,6,21,6.0
3251763,85275,prior,6,4,15,12.0
1081635,85275,prior,7,5,20,8.0
482690,85275,prior,8,5,12,7.0
384019,85275,prior,9,1,22,10.0
446380,85275,prior,10,3,10,16.0
1879576,85275,prior,11,1,18,5.0
2626140,85275,prior,12,5,7,11.0
3109110,85275,prior,13,6,12,8.0
1142541,85275,prior,14,2,12,10.0
2803583,85275,prior,15,2,14,30.0
110699,85275,prior,16,3,20,1.0
3398791,85275,prior,17,2,9,6.0
2175190,85275,prior,18,1,17,13.0
2565088,85275,prior,19,3,9,2.0
1636915,85275,prior,20,3,10,14.0
1757617,85275,prior,21,4,6,15.0
2513982,85275,prior,22,3,11,6.0
862859,85275,prior,23,5,9,2.0
2907480,85275,prior,24,3,20,30.0
2369052,85275,prior,25,4,17,22.0
122444,85275,prior,26,1,8,4.0
368202,85275,train,27,2,22,15.0
400609,85622,prior,1,3,13,
212222,85622,prior,2,3,9,7.0
298100,85622,prior,3,0,0,4.0
862532,85622,prior,4,6,2,6.0
323372,85622,prior,5,0,6,1.0
730379,85622,prior,6,4,14,4.0
1922329,85622,prior,7,2,10,5.0
2282128,85622,prior,8,2,6,7.0
423388,85622,prior,9,2,6,0.0
2855525,85622,prior,10,1,15,6.0
1246074,85622,prior,11,2,12,8.0
700345,85622,prior,12,3,11,1.0
3406427,85622,prior,13,1,16,5.0
1148465,85622,prior,14,4,13,3.0
2420891,85622,prior,15,4,3,7.0
3103357,85622,prior,16,4,12,7.0
76198,85622,prior,17,1,17,4.0
708007,85622,prior,18,3,16,2.0
426560,85622,prior,19,4,11,1.0
2445070,85622,prior,20,2,16,5.0
637798,85622,prior,21,1,12,6.0
2216965,85622,prior,22,3,13,9.0
2078041,85622,prior,23,6,0,10.0
2442271,85622,prior,24,3,17,18.0
1093883,85622,prior,25,3,14,21.0
3037674,85622,prior,26,3,17,7.0
1525566,85622,prior,27,3,2,7.0
1399475,85622,prior,28,4,17,15.0
2569902,85622,prior,29,5,11,8.0
2479797,85622,prior,30,0,1,2.0
1948689,85622,prior,31,3,14,3.0
2653489,85622,prior,32,1,17,5.0
2180550,85622,prior,33,2,18,8.0
2572409,85622,prior,34,2,18,7.0
129807,85622,prior,35,6,12,11.0
1903221,85622,prior,36,4,18,12.0
2914662,85622,train,37,3,13,6.0
2229150,86218,prior,1,0,10,
954200,86218,prior,2,1,11,8.0
2958506,86218,prior,3,3,7,9.0
22195,86218,prior,4,5,22,9.0
602829,86218,prior,5,3,8,5.0
2721655,86218,prior,6,0,9,4.0
2055255,86218,prior,7,4,6,4.0
1935936,86218,prior,8,6,7,2.0
440386,86218,prior,9,6,6,7.0
726693,86218,prior,10,0,11,1.0
1539641,86218,prior,11,4,8,4.0
39073,86218,prior,12,6,12,9.0
2846627,86218,prior,13,3,14,4.0
2359237,86218,prior,14,0,8,4.0
1585155,86218,prior,15,3,8,10.0
2191526,86218,prior,16,6,10,3.0
28009,86218,prior,17,4,14,5.0
2790194,86218,prior,18,3,11,6.0
152863,86218,prior,19,1,11,5.0
2583854,86218,prior,20,0,9,6.0
1437738,86218,prior,21,0,13,7.0
1657598,86218,prior,22,6,10,6.0
2484430,86218,prior,23,5,13,6.0
3561,86218,prior,24,3,7,5.0
1738742,86218,prior,25,0,10,4.0
1361344,86218,prior,26,0,10,7.0
3292801,86218,prior,27,1,10,15.0
1213049,86218,prior,28,3,7,16.0
2185504,86218,prior,29,3,9,14.0
1483176,86218,prior,30,3,17,7.0
3403791,86218,prior,31,1,16,5.0
2544035,86218,prior,32,0,10,13.0
978981,86218,prior,33,0,15,7.0
2439369,86218,prior,34,1,13,15.0
2795985,86218,prior,35,1,9,14.0
422951,86218,prior,36,1,12,7.0
780174,86218,prior,37,1,15,7.0
3236208,86218,prior,38,6,13,5.0
3227203,86218,prior,39,4,12,12.0
1401102,86218,prior,40,1,17,4.0
1480738,86218,prior,41,6,8,5.0
1309969,86218,prior,42,0,12,15.0
1086210,86218,prior,43,0,12,7.0
2943822,86218,prior,44,0,11,7.0
1187029,86218,prior,45,0,11,7.0
1395404,86218,prior,46,6,14,13.0
2202205,86218,prior,47,5,16,20.0
3031372,86218,test,48,6,9,8.0
229758,87197,prior,1,1,16,
2583504,87197,prior,2,1,15,7.0
2674332,87197,prior,3,1,15,7.0
2663788,87197,prior,4,0,13,20.0
174287,87197,prior,5,2,14,2.0
2143346,87197,prior,6,1,17,6.0
2636236,87197,prior,7,1,15,7.0
473368,87197,prior,8,1,15,7.0
1441407,87197,prior,9,3,16,2.0
3056726,87197,prior,10,1,16,5.0
564502,87197,prior,11,1,15,14.0
371913,87197,prior,12,6,12,5.0
2875570,87197,prior,13,2,11,3.0
885616,87197,prior,14,4,12,2.0
3341695,87197,prior,15,1,15,4.0
1249914,87197,prior,16,2,14,1.0
1623006,87197,prior,17,4,15,2.0
695674,87197,prior,18,1,16,4.0
1404120,87197,prior,19,3,15,2.0
3350891,87197,prior,20,4,21,1.0
978862,87197,prior,21,6,19,2.0
3226044,87197,prior,22,2,16,3.0
810796,87197,prior,23,1,17,6.0
1755147,87197,prior,24,4,13,3.0
1480837,87197,prior,25,1,14,4.0
2525652,87197,prior,26,3,14,2.0
549935,87197,prior,27,4,11,1.0
2701830,87197,prior,28,0,18,3.0
1013598,87197,prior,29,3,15,3.0
3311300,87197,prior,30,4,13,1.0
671052,87197,prior,31,1,14,4.0
2358809,87197,prior,32,3,14,2.0
1043757,87197,prior,33,1,14,5.0
1274254,87197,prior,34,4,12,3.0
3008944,87197,prior,35,0,10,3.0
624166,87197,prior,36,1,16,1.0
2280061,87197,prior,37,2,16,1.0
2229807,87197,prior,38,3,15,1.0
2764283,87197,train,39,4,15,1.0
1198280,87715,prior,1,0,13,
479934,87715,prior,2,6,14,13.0
217206,87715,prior,3,6,10,7.0
2798925,87715,prior,4,6,19,21.0
2585769,87715,prior,5,2,17,30.0
2344860,87715,prior,6,0,15,12.0
56647,87715,prior,7,0,11,14.0
1783777,87715,prior,8,6,20,6.0
1194522,87715,prior,9,0,22,8.0
3295294,87715,prior,10,0,10,7.0
261041,87715,prior,11,6,19,20.0
2204426,87715,prior,12,4,13,19.0
1778075,87715,prior,13,4,19,7.0
2555123,87715,prior,14,0,13,10.0
73936,87715,prior,15,0,18,7.0
2824784,87715,prior,16,0,13,7.0
1952416,87715,prior,17,0,16,14.0
1926159,87715,prior,18,0,10,30.0
1618817,87715,prior,19,6,16,6.0
973322,87715,prior,20,4,18,5.0
2927753,87715,prior,21,6,17,9.0
2870646,87715,prior,22,6,14,14.0
2141581,87715,prior,23,0,8,8.0
728485,87715,prior,24,4,20,11.0
2915618,87715,prior,25,0,10,3.0
2360050,87715,prior,26,6,17,6.0
3231075,87715,prior,27,5,7,6.0
2358583,87715,prior,28,0,11,9.0
2945682,87715,prior,29,6,14,6.0
1071619,87715,prior,30,5,14,20.0
1768193,87715,test,31,4,19,6.0
2159456,88952,prior,1,5,10,
1473328,88952,prior,2,5,6,30.0
2344217,88952,prior,3,5,8,21.0
3356768,88952,prior,4,2,7,11.0
3033794,88952,prior,5,6,8,18.0
1094686,88952,prior,6,1,14,2.0
1381898,88952,prior,7,6,8,19.0
446468,88952,prior,8,5,8,13.0
2002931,88952,prior,9,1,10,3.0
2121039,88952,prior,10,5,8,11.0
428147,88952,prior,11,4,9,6.0
1833278,88952,prior,12,6,9,9.0
2432829,88952,prior,13,3,10,4.0
515469,88952,prior,14,0,12,4.0
1358879,88952,prior,15,5,9,5.0
1673437,88952,prior,16,1,9,10.0
2079976,88952,prior,17,2,6,1.0
471763,88952,prior,18,4,6,16.0
1187386,88952,prior,19,6,6,16.0
3157727,88952,prior,20,5,7,6.0
3178251,88952,prior,21,4,19,13.0
369590,88952,prior,22,1,10,18.0
1142295,88952,prior,23,6,8,19.0
2665708,88952,prior,24,5,7,20.0
2570744,88952,prior,25,1,14,17.0
666190,88952,prior,26,0,18,6.0
630551,88952,train,27,5,5,5.0
421263,89604,prior,1,5,14,
1502813,89604,prior,2,3,9,30.0
2995892,89604,prior,3,0,10,11.0
1151922,89604,prior,4,0,20,14.0
2560945,89604,prior,5,1,15,15.0
991932,89604,prior,6,4,11,17.0
1360634,89604,prior,7,2,17,5.0
1414930,89604,prior,8,0,11,12.0
1160355,89604,prior,9,4,10,25.0
2772992,89604,prior,10,6,13,9.0
64251,89604,prior,11,2,10,17.0
1013195,89604,prior,12,5,16,10.0
572917,89604,prior,13,6,12,15.0
2388697,89604,prior,14,2,11,10.0
2101095,89604,prior,15,2,10,7.0
1031812,89604,prior,16,4,2,16.0
3367903,89604,prior,17,4,12,14.0
144150,89604,prior,18,2,10,5.0
3221224,89604,prior,19,2,12,14.0
1926310,89604,prior,20,1,19,20.0
2272470,89604,prior,21,2,10,8.0
215262,89604,prior,22,1,11,6.0
2771091,89604,prior,23,5,12,4.0
2520816,89604,prior,24,3,13,5.0
337575,89604,prior,25,3,11,7.0
450941,89604,train,26,3,10,7.0
2145026,90273,prior,1,3,8,
2862534,90273,prior,2,3,17,7.0
1631006,90273,prior,3,2,18,6.0
1465705,90273,prior,4,0,23,5.0
1526057,90273,prior,5,6,16,6.0
2849362,90273,prior,6,2,16,10.0
1794035,90273,prior,7,5,22,3.0
82088,90273,prior,8,2,14,4.0
1987499,90273,prior,9,0,13,5.0
1687770,90273,prior,10,4,20,4.0
2238062,90273,prior,11,3,12,6.0
2004023,90273,prior,12,3,17,28.0
866233,90273,prior,13,4,20,8.0
490275,90273,prior,14,3,18,6.0
590145,90273,prior,15,3,12,7.0
3323623,90273,prior,16,1,11,12.0
1509922,90273,prior,17,0,15,6.0
1298243,90273,prior,18,0,10,7.0
2084259,90273,prior,19,4,14,11.0
2432426,90273,prior,20,5,19,8.0
2692789,90273,prior,21,0,13,9.0
2297150,90273,prior,22,6,23,6.0
538161,90273,prior,23,3,14,11.0
2338654,90273,prior,24,4,15,8.0
996406,90273,prior,25,5,23,15.0
3206519,90273,prior,26,2,11,4.0
2095809,90273,prior,27,2,12,14.0
1504548,90273,prior,28,3,10,8.0
2011736,90273,prior,29,1,23,12.0
3091363,90273,prior,30,3,9,9.0
2595570,90273,prior,31,0,20,11.0
109294,90273,prior,32,0,18,7.0
383558,90273,prior,33,4,15,11.0
2709503,90273,prior,34,1,15,18.0
2215544,90273,prior,35,6,11,5.0
2760628,90273,prior,36,2,13,3.0
986001,90273,prior,37,2,13,7.0
2206494,90273,prior,38,1,8,6.0
1445276,90273,prior,39,4,15,10.0
319402,90273,prior,40,6,18,30.0
1428248,90273,train,41,0,10,8.0
1796016,93199,prior,1,3,14,
1401158,93199,prior,2,2,12,6.0
2145302,93199,prior,3,2,8,14.0
1269085,93199,prior,4,1,12,13.0
485164,93199,prior,5,3,13,2.0
410953,93199,prior,6,3,14,0.0
3358486,93199,prior,7,2,9,6.0
2584948,93199,prior,8,2,11,0.0
2480655,93199,prior,9,4,8,2.0
771608,93199,prior,10,2,8,5.0
3194969,93199,prior,11,1,11,6.0
2408736,93199,prior,12,3,9,9.0
170388,93199,prior,13,4,11,1.0
47398,93199,prior,14,5,11,1.0
2298316,93199,prior,15,2,12,4.0
1565466,93199,prior,16,1,14,6.0
734356,93199,prior,17,2,15,8.0
1508205,93199,prior,18,2,17,7.0
2436131,93199,prior,19,2,17,7.0
870566,93199,prior,20,2,15,7.0
3363183,93199,prior,21,3,12,8.0
285576,93199,prior,22,3,9,7.0
3273446,93199,prior,23,3,16,7.0
3410518,93199,prior,24,1,15,19.0
2038162,93199,prior,25,4,8,10.0
2693693,93199,prior,26,4,11,0.0
2783722,93199,prior,27,5,11,1.0
85929,93199,prior,28,2,16,25.0
1556126,93199,prior,29,2,13,14.0
1668259,93199,prior,30,4,12,2.0
1469268,93199,prior,31,4,9,28.0
2008788,93199,prior,32,2,16,12.0
3320161,93199,prior,33,3,10,1.0
986138,93199,prior,34,3,14,7.0
2476569,93199,prior,35,1,17,5.0
779146,93199,prior,36,4,15,3.0
2182757,93199,prior,37,4,11,7.0
1593507,93199,prior,38,1,9,18.0
1018904,93199,prior,39,2,9,8.0
153726,93199,test,40,3,9,8.0
183008,94269,prior,1,5,15,
658032,94269,prior,2,0,11,2.0
1897117,94269,prior,3,0,14,7.0
2323113,94269,prior,4,5,7,12.0
3199224,94269,prior,5,6,9,8.0
2748777,94269,prior,6,0,8,8.0
2412431,94269,prior,7,4,9,4.0
1193913,94269,prior,8,0,15,3.0
519570,94269,prior,9,1,10,8.0
1792448,94269,prior,10,5,13,18.0
1900191,94269,prior,11,6,13,1.0
1938360,94269,prior,12,3,13,25.0
1375926,94269,prior,13,6,16,24.0
2928478,94269,prior,14,1,10,30.0
595153,94269,prior,15,5,9,4.0
2376616,94269,prior,16,4,13,13.0
2543926,94269,prior,17,5,10,15.0
251479,94269,prior,18,1,9,17.0
429508,94269,prior,19,5,15,4.0
1798961,94269,prior,20,3,11,12.0
1477691,94269,prior,21,1,10,19.0
630421,94269,prior,22,5,11,25.0
3201284,94269,prior,23,5,12,7.0
1062466,94269,prior,24,5,9,21.0
1231691,94269,prior,25,5,16,7.0
2427253,94269,prior,26,5,9,28.0
882340,94269,prior,27,5,16,14.0
1643699,94269,train,28,5,9,7.0
350081,94455,prior,1,6,18,
1144562,94455,prior,2,6,18,7.0
1505531,94455,prior,3,0,7,8.0
1907981,94455,prior,4,4,20,4.0
481704,94455,prior,5,3,21,13.0
273790,94455,prior,6,6,18,3.0
1504695,94455,prior,7,4,16,5.0
1909063,94455,prior,8,3,21,6.0
3126751,94455,prior,9,0,11,4.0
3077274,94455,prior,10,5,6,5.0
2511876,94455,prior,11,0,19,2.0
2483646,94455,prior,12,3,20,3.0
2180974,94455,prior,13,4,18,1.0
2504780,94455,prior,14,6,20,2.0
1043708,94455,prior,15,5,18,6.0
2928318,94455,prior,16,3,16,5.0
1397036,94455,prior,17,4,19,1.0
2201392,94455,prior,18,3,18,6.0
199703,94455,prior,19,6,14,3.0
53931,94455,prior,20,5,22,6.0
2641909,94455,prior,21,0,18,9.0
37503,94455,prior,22,4,21,4.0
2409716,94455,prior,23,6,21,2.0
3208411,94455,prior,24,4,18,5.0
2765431,94455,prior,25,0,8,3.0
869082,94455,prior,26,2,21,2.0
3092456,94455,prior,27,1,20,6.0
451244,94455,prior,28,4,20,3.0
2821668,94455,prior,29,3,18,6.0
1431780,94455,prior,30,3,10,7.0
1935535,94455,prior,31,1,20,5.0
1612056,94455,prior,32,0,18,6.0
258323,94455,prior,33,3,21,3.0
538523,94455,prior,34,0,9,4.0
1417015,94455,prior,35,3,21,3.0
1289263,94455,prior,36,1,19,5.0
1959885,94455,prior,37,5,18,4.0
574102,94455,prior,38,6,18,8.0
2562186,94455,prior,39,1,19,2.0
1330652,94455,prior,40,1,20,0.0
2089169,94455,prior,41,3,19,2.0
3142444,94455,prior,42,1,18,5.0
2529929,94455,prior,43,5,17,4.0
506156,94455,prior,44,1,20,3.0
200050,94455,prior,45,0,19,13.0
2472505,94455,prior,46,2,19,2.0
1596085,94455,prior,47,5,17,3.0
2712195,94455,prior,48,0,14,2.0
2284611,94455,prior,49,0,18,7.0
1816276,94455,prior,50,4,22,4.0
3147064,94455,prior,51,0,18,3.0
2539454,94455,prior,52,2,19,2.0
1584514,94455,prior,53,5,21,3.0
2294653,94455,prior,54,1,18,3.0
624685,94455,prior,55,3,19,2.0
1400371,94455,prior,56,4,21,15.0
3192351,94455,prior,57,3,20,13.0
1792463,94455,prior,58,6,19,3.0
1255410,94455,prior,59,4,12,5.0
2726965,94455,prior,60,2,21,5.0
3179233,94455,prior,61,3,19,1.0
1445057,94455,prior,62,5,6,2.0
1714679,94455,prior,63,1,20,3.0
937274,94455,prior,64,5,16,4.0
1562082,94455,prior,65,1,21,3.0
3416227,94455,prior,66,4,8,3.0
1349858,94455,prior,67,2,21,12.0
901443,94455,prior,68,4,16,2.0
1599126,94455,prior,69,0,19,3.0
2267038,94455,prior,70,4,19,4.0
1948697,94455,prior,71,6,19,2.0
2498486,94455,prior,72,5,17,6.0
776568,94455,prior,73,1,6,3.0
2185626,94455,prior,74,4,17,3.0
666354,94455,prior,75,1,20,4.0
1028856,94455,prior,76,2,21,1.0
740023,94455,prior,77,6,12,4.0
497062,94455,prior,78,2,7,3.0
2279784,94455,prior,79,4,8,2.0
2363969,94455,prior,80,1,19,4.0
362103,94455,prior,81,4,21,3.0
1310382,94455,prior,82,0,19,3.0
724892,94455,prior,83,1,20,1.0
3304136,94455,prior,84,4,19,3.0
1068326,94455,prior,85,0,15,3.0
987506,94455,train,86,6,6,6.0
2622260,94816,prior,1,2,13,
746511,94816,prior,2,2,21,14.0
1401929,94816,prior,3,5,17,3.0
1122384,94816,prior,4,5,20,14.0
2813779,94816,prior,5,1,21,3.0
752698,94816,prior,6,2,21,1.0
2548014,94816,prior,7,4,17,2.0
3279265,94816,prior,8,6,20,2.0
1428716,94816,prior,9,1,16,2.0
2007502,94816,prior,10,3,20,2.0
1593465,94816,prior,11,1,20,5.0
1644878,94816,prior,12,4,19,3.0
1182653,94816,prior,13,1,14,4.0
718383,94816,prior,14,6,20,5.0
2009276,94816,prior,15,5,11,6.0
1830511,94816,prior,16,3,13,5.0
2410027,94816,prior,17,6,17,10.0
3216015,94816,prior,18,6,19,0.0
1069568,94816,prior,19,0,17,8.0
2155987,94816,prior,20,2,13,16.0
2120487,94816,prior,21,5,17,30.0
2311724,94816,prior,22,1,19,30.0
1140128,94816,prior,23,5,18,11.0
2760610,94816,prior,24,6,18,1.0
3253350,94816,test,25,5,18,20.0
1328384,95077,prior,1,0,15,
3259648,95077,prior,2,0,22,7.0
272683,95077,prior,3,1,15,8.0
2314115,95077,prior,4,6,21,5.0
2519815,95077,prior,5,1,20,9.0
579766,95077,prior,6,2,20,8.0
3338487,95077,prior,7,6,11,4.0
959018,95077,prior,8,3,12,4.0
3414204,95077,prior,9,1,10,5.0
2099441,95077,prior,10,6,16,5.0
1357536,95077,prior,11,6,10,14.0
2992654,95077,prior,12,6,14,14.0
1601924,95077,prior,13,3,10,4.0
300450,95077,prior,14,1,11,5.0
670589,95077,prior,15,6,16,5.0
700976,95077,prior,16,1,16,2.0
1879851,95077,prior,17,0,14,6.0
1245278,95077,prior,18,3,15,10.0
1667760,95077,prior,19,2,16,6.0
2842676,95077,prior,20,0,12,5.0
3321124,95077,prior,21,4,14,11.0
2517223,95077,prior,22,6,8,2.0
2953219,95077,prior,23,2,9,3.0
1021550,95077,prior,24,3,14,8.0
2746336,95077,prior,25,4,14,8.0
886743,95077,prior,26,2,21,5.0
2612464,95077,prior,27,1,9,6.0
1291062,95077,prior,28,6,15,5.0
134173,95077,prior,29,4,23,5.0
3024791,95077,prior,30,3,22,6.0
3203861,95077,prior,31,0,16,4.0
373681,95077,prior,32,2,12,2.0
